Comment,Lemmatized_Comment,Overall_CB_Status,Sexual_Type1,Sexual_Type2,Physical_Appearance,Race,Intellectual,General_Hate
ahahahahahahahaha,ahahahahahahahaha,0,0,0,0,0,0,0
go mexico us literally grandma get fucking ready,go mexico u literally grandma get fucking ready,0,0,0,0,0,0,0
not remind,not remind,0,0,0,0,0,0,0
next time meet eventually anyway,next time meet eventually anyway,0,0,0,0,0,0,0
grandmother,grandmother,0,0,0,0,0,0,0
damm,damm,0,0,0,0,0,0,0
oh fucking god crying hahahahahahahaha,oh fucking god cry hahahahahahahaha,0,0,0,0,0,0,0
oh fucking god hahahahahahaha ad,oh fucking god hahahahahahaha ad,0,0,0,0,0,0,0
of,of,0,0,0,0,0,0,0
of,of,0,0,0,0,0,0,0
kate,kate,0,0,0,0,0,0,0
back,back,0,0,0,0,0,0,0
Peace eww,Peace eww,0,0,0,0,0,0,0
Octopus,Octopus,0,0,0,0,0,0,0
going future laughing ass,going future laughing as,0,0,0,0,0,0,0
aha weirdo ex be,aha weirdo ex be,0,0,0,0,0,0,0
yay,yay,0,0,0,0,0,0,0
yay,yay,0,0,0,0,0,0,0
could,could,0,0,0,0,0,0,0
yay,yay,0,0,0,0,0,0,0
yas girl ass,yas girl as,0,0,0,0,0,0,0
love hair,love hair,0,0,0,0,0,0,0
yay,yay,0,0,0,0,0,0,0
eh,eh,0,0,0,0,0,0,0
yes oh god,yes oh god,0,0,0,0,0,0,0
yes,yes,0,0,0,0,0,0,0
yes,yes,0,0,0,0,0,0,0
want sexy swimwear,want sexy swimwear,0,0,0,0,0,0,0
know,know,0,0,0,0,0,0,0
nay,nay,0,0,0,0,0,0,0
hair colors,hair color,0,0,0,0,0,0,0
love,love,0,0,0,0,0,0,0
make bun tighter yay,make bun tighter yay,0,0,0,0,0,0,0
yes,yes,0,0,0,0,0,0,0
yay,yay,0,0,0,0,0,0,0
ew nay ran skin white blonde hair,ew nay ran skin white blonde hair,1,0,0,1,1,0,0
poofy,poofy,0,0,0,0,0,0,0
oops racist,oops racist,0,0,0,0,0,0,0
yay,yay,0,0,0,0,0,0,0
umm instead saying ew say nay respectful tip,umm instead saying ew say nay respectful tip,0,0,0,0,0,0,0
and yay,and yay,0,0,0,0,0,0,0
think,think,0,0,0,0,0,0,0
basic,basic,0,0,0,0,0,0,0
laughing lot vida,laughing lot vida,0,0,0,0,0,0,0
hace demands empezando el sundial preoccupy os,hace demand empezando el sundial preoccupy o,0,0,0,0,0,0,0
nervous,nervous,0,0,0,0,0,0,0
mu stale este video mine,mu stale este video mine,0,0,0,0,0,0,0
du bist toll,du bist toll,0,0,0,0,0,0,0
great,great,0,0,0,0,0,0,0
boss,bos,0,0,0,0,0,0,0
love,love,0,0,0,0,0,0,0
hahaha Dazed,hahaha Dazed,0,0,0,0,0,0,0
enjoy,enjoy,0,0,0,0,0,0,0
du offer ich auch Stressed,du offer ich auch Stressed,0,0,0,0,0,0,0
hahaha wer yacht veil,hahaha wer yacht veil,0,0,0,0,0,0,0
hahahahahahahaa,hahahahahahahaa,0,0,0,0,0,0,0
camp,camp,0,0,0,0,0,0,0
si tiff flat ja glen ta shish si kalonin cohen lire heronjte brazil Teasing,si tiff flat ja glen ta shish si kalonin cohen lira heronjte brazil Teasing,0,0,0,0,0,0,0
cliche lace wie ich zum schlub,cliche lace wie ich zum schlub,0,0,0,0,0,0,0
geiger pool ich auch haben,geiger pool ich auch haben,0,0,0,0,0,0,0
brazil loves,brazil love,0,0,0,0,0,0,0
mario got love,mario got love,0,0,0,0,0,0,0
love Dazed,love Dazed,0,0,0,0,0,0,0
dein tor war zu veil,dein tor war zu veil,0,0,0,0,0,0,0
bested lichen ever,bested lichen ever,0,0,0,0,0,0,0
ich wetter die letter lace war thomas,ich wetter die letter lace war thomas,0,0,0,0,0,0,0
hahaha genius bekloppt wie meine,hahaha genius bekloppt wie meine,0,0,0,0,0,0,0
mega giles tor i rest du next und i rest mich abbonieren,mega giles tor i rest du next und i rest mich abbonieren,0,0,0,0,0,0,0
bitte aboniere mich,bitte aboniere mich,0,0,0,0,0,0,0
veil,veil,0,0,0,0,0,0,0
esse outdo tava bebendo nao tava,esse outdo tava bebendo nao tava,0,0,0,0,0,0,0
oo yes,oo yes,0,0,0,0,0,0,0
ey die lace end zu veil,ey die lace end zu veil,0,0,0,0,0,0,0
drum,drum,0,0,0,0,0,0,0
drum,drum,0,0,0,0,0,0,0
bitte abonniere mich mario Dazed,bitte abonniere mich mario Dazed,0,0,0,0,0,0,0
looks fun,look fun,0,0,0,0,0,0,0
basic,basic,0,0,0,0,0,0,0
enquantTigger se panda aff Tiggerlha Tigger eu assitTigger,enquantTigger se panda aff Tiggerlha Tigger eu assitTigger,0,0,0,0,0,0,0
aff,aff,0,0,0,0,0,0,0
ich auch nach brazil,ich auch nach brazil,0,0,0,0,0,0,0
trinket,trinket,0,0,0,0,0,0,0
oder wie such rule,oder wie such rule,0,0,0,0,0,0,0
el para so,el para so,0,0,0,0,0,0,0
quiero,quiero,0,0,0,0,0,0,0
sea eso,sea eso,0,0,0,0,0,0,0
cuando penance,cuando penance,0,0,0,0,0,0,0
lupus,lupus,0,0,0,0,0,0,0
veil,veil,0,0,0,0,0,0,0
auch,auch,0,0,0,0,0,0,0
ryos,ryos,0,0,0,0,0,0,0
puts,put,0,0,0,0,0,0,0
bi all list gyno sag midian,bi all list gyno sag midian,0,0,0,0,0,0,0
mikhaste poleshon radar nare,mikhaste poleshon radar nare,0,0,0,0,0,0,0
funny,funny,0,0,0,0,0,0,0
haha isso vielleicht said ihr ja errand laughing,haha isso vielleicht said ihr ja errand laughing,0,0,0,0,0,0,0
sis,si,0,0,0,0,0,0,0
ja kommt drug wer gelacht hat,ja kommt drug wer gelacht hat,0,0,0,0,0,0,0
ich daike dii i i das wuidei such i toi,ich daike dii i i da wuidei such i toi,0,0,0,0,0,0,0
erik walking beginning,erik walking beginning,0,0,0,0,0,0,0
ich liebe,ich liebe,0,0,0,0,0,0,0
i the,i the,0,0,0,0,0,0,0
ar laugh end though,ar laugh end though,0,0,0,0,0,0,0
dats sexy laugh,dat sexy laugh,0,0,0,0,0,0,0
love you,love you,0,0,0,0,0,0,0
warum schreibst du auf english du bist doch deutsche,warum schreibst du auf english du bist doch deutsche,0,0,0,0,0,0,0
hab ich mich auch refract,hab ich mich auch refract,0,0,0,0,0,0,0
i i die andeien die evil nicht deutsche spiechen,i i die andeien die evil nicht deutsche spiechen,0,0,0,0,0,0,0
ja aufjedenfall i it es sici gleici,ja aufjedenfall i it e sici gleici,0,0,0,0,0,0,0
das stint,da stint,0,0,0,0,0,0,0
aha,aha,0,0,0,0,0,0,0
laughing,laughing,0,0,0,0,0,0,0
ist das eine hummers Dazed,ist da eine hummer Dazed,0,0,0,0,0,0,0
ja ich glad,ja ich glad,0,0,0,0,0,0,0
ich liebe dich mario i the Winkini Sour,ich liebe dich mario i the Winkini Sour,0,0,0,0,0,0,0
i the,i the,0,0,0,0,0,0,0
das ganache end,da ganache end,0,0,0,0,0,0,0
mario,mario,0,0,0,0,0,0,0
i ust bei euch,i ust bei euch,0,0,0,0,0,0,0
mario love,mario love,0,0,0,0,0,0,0
wie veil ist das lichen end,wie veil ist da lichen end,0,0,0,0,0,0,0
want come,want come,0,0,0,0,0,0,0
cool ich war auch daWhatever herbs Whatever rest war ich salvador und dann rioWhatever ich war auch station auf dem rasenWhatever war veil dass ihr weltmeister geworden set,cool ich war auch daWhatever herb Whatever rest war ich salvador und dann rioWhatever ich war auch station auf dem rasenWhatever war veil das ihr weltmeister geworden set,0,0,0,0,0,0,0
laughing and,laughing and,0,0,0,0,0,0,0
veil why,veil why,0,0,0,0,0,0,0
ahhahahah and,ahhahahah and,0,0,0,0,0,0,0
laughing veil,laughing veil,0,0,0,0,0,0,0
hi,hi,0,0,0,0,0,0,0
die lace end veil ad,die lace end veil ad,0,0,0,0,0,0,0
andre der safer ad cool,andre der safer ad cool,0,0,0,0,0,0,0
andre du i user ad die lace,andre du i user ad die lace,0,0,0,0,0,0,0
uma olhadinha quem parece i de reliance,uma olhadinha quem parece i de reliance,0,0,0,0,0,0,0
artificial intelligence meu deus ok,artificial intelligence meu deus ok,0,0,0,0,0,0,0
gotta,gotta,0,0,0,0,0,0,0
die lace end i ler glad ich,die lace end i ler glad ich,0,0,0,0,0,0,0
die lace end ad,die lace end ad,0,0,0,0,0,0,0
en mode i banque,en mode i banque,0,0,0,0,0,0,0
bist aber schnell,bist aber schnell,0,0,0,0,0,0,0
she Turtle,she Turtle,0,0,0,0,0,0,0
cool,cool,0,0,0,0,0,0,0
brazil come back,brazil come back,0,0,0,0,0,0,0
camera focused backlight beautiful place,camera focused backlight beautiful place,0,0,0,0,0,0,0
cool,cool,0,0,0,0,0,0,0
swagerich,swagerich,0,0,0,0,0,0,0
esta giovanna melhor video cara andre hahahahahaha,esta giovanna melhor video cara andre hahahahahaha,0,0,0,0,0,0,0
roll chilling Winking,roll chilling Winking,0,0,0,0,0,0,0
roll veil,roll veil,0,0,0,0,0,0,0
die lace end ist ja best veil add,die lace end ist ja best veil add,0,0,0,0,0,0,0
ae gordo ta ruin pros cara alemanha ok morrow,ae gordo ta ruin pro cara alemanha ok morrow,0,0,0,0,0,0,0
mas basic bom,ma basic bom,0,0,0,0,0,0,0
ok oh como boa,ok oh como boa,0,0,0,0,0,0,0
hauptsache ich acute nur auf i ler Whatever,hauptsache ich acute nur auf i ler Whatever,0,0,0,0,0,0,0
laughing wollte dich nice makieren sorry,laughing wollte dich nice makieren sorry,0,0,0,0,0,0,0
lusting,lusting,0,0,0,0,0,0,0
baiic icar meu pa i how,baiic icar meu pa i how,0,0,0,0,0,0,0
link maybe oh god,link maybe oh god,0,0,0,0,0,0,0
like post videos like pages people everyone rely want,like post video like page people everyone rely want,0,0,0,0,0,0,0
yeah laughing loud,yeah laughing loud,0,0,0,0,0,0,0
wait,wait,0,0,0,0,0,0,0
like get post video abuse actually take like someone else know,like get post video abuse actually take like someone else know,0,0,0,0,0,0,0
used different apps,used different apps,0,0,0,0,0,0,0
apps,apps,0,0,0,0,0,0,0
oh god feels,oh god feel,0,0,0,0,0,0,0
know oh ny hod jasgskdlakja,know oh ny hod jasgskdlakja,0,0,0,0,0,0,0
song oh fucking god,song oh fucking god,0,0,0,0,0,0,0
tell like video,tell like video,0,0,0,0,0,0,0
already by,already by,0,0,0,0,0,0,0
Tigger well ride dTigger yTiggeru want tTigger send yTiggeru videTigger link,Tigger well ride dTigger yTiggeru want tTigger send yTiggeru videTigger link,0,0,0,0,0,0,0
yes please,yes please,0,0,0,0,0,0,0
know type Snail harry styles ride Snail youtube click one Snailfr zentimeeSnail,know type Snail harry style ride Snail youtube click one Snailfr zentimeeSnail,0,0,0,0,0,0,0
first one one views,first one one view,0,0,0,0,0,0,0
watched hell gave right om,watched hell gave right om,0,0,0,0,0,0,0
worst thing versions,worst thing version,0,0,0,0,0,0,0
anyone else realize sing saying abuse,anyone else realize sing saying abuse,0,0,0,0,0,0,0
yeah laughing loud,yeah laughing loud,0,0,0,0,0,0,0
for zen Smile,for zen Smile,0,0,0,0,0,0,0
actually read stuff laughing loud,actually read stuff laughing loud,0,0,0,0,0,0,0
used different apps,used different apps,0,0,0,0,0,0,0
know usually tell people apps,know usually tell people apps,0,0,0,0,0,0,0
thanks freaking feels jesus love song ride jesus video perfect link video please,thanks freaking feel jesus love song ride jesus video perfect link video please,0,0,0,0,0,0,0
yeah read comments,yeah read comment,0,0,0,0,0,0,0
thank youu Happy,thank youu Happy,0,0,0,0,0,0,0
ride oh god love song,ride oh god love song,0,0,0,0,0,0,0
know,know,0,0,0,0,0,0,0
my,my,0,0,0,0,0,0,0
oh god,oh god,0,0,0,0,0,0,0
laughing loud hah,laughing loud hah,0,0,0,0,0,0,0
probably heard talking like sky slowly peeks head sneaks picture,probably heard talking like sky slowly peek head sneak picture,0,0,0,0,0,0,0
hahahahah,hahahahah,0,0,0,0,0,0,0
hahaha,hahaha,0,0,0,0,0,0,0
hung jealous want meet soo bad,hung jealous want meet soo bad,0,0,0,0,0,0,0
must cool,must cool,0,0,0,0,0,0,0
lol bet little mineshaft boys staring awe like,lol bet little mineshaft boy staring awe like,0,0,0,0,0,0,0
lucky wish could meet live scotland Whining,lucky wish could meet live scotland Whining,0,0,0,0,0,0,0
come profile fan sky post pics rudder funny stuff,come profile fan sky post pic rudder funny stuff,0,0,0,0,0,0,0
gosh would soo awkward plane sky would thinking whole time sky sky,gosh would soo awkward plane sky would thinking whole time sky sky,0,0,0,0,0,0,0
new york sky see fan art go check,new york sky see fan art go check,0,0,0,0,0,0,0
lucky,lucky,0,0,0,0,0,0,0
god damm lucky,god damm lucky,0,0,0,0,0,0,0
flight sky hey movie watching,flight sky hey movie watching,0,0,0,0,0,0,0
wow laughing loud true,wow laughing loud true,0,0,0,0,0,0,0
ask friends would feel saw used team crafted back plane say would say hi way,ask friend would feel saw used team crafted back plane say would say hi way,0,0,0,0,0,0,0
airplane,airplane,0,0,0,0,0,0,0
must freakin excited,must freakin excited,0,0,0,0,0,0,0
lucky girl,lucky girl,0,0,0,0,0,0,0
know,know,0,0,0,0,0,0,0
move,move,0,0,0,0,0,0,0
love,love,0,0,0,0,0,0,0
record kermitplaysmc,record kermitplaysmc,0,0,0,0,0,0,0
epic,epic,0,0,0,0,0,0,0
fuck,fuck,1,0,0,0,0,0,1
het nice,het nice,0,0,0,0,0,0,0
people kermitplaysminecraft setosotcerrerand weedlion blue monkey kicked team crafted enough subscribers,people kermitplaysminecraft setosotcerrerand weedlion blue monkey kicked team crafted enough subscriber,0,0,0,0,0,0,0
adam lie know,adam lie know,0,0,0,0,0,0,0
mind business decide things like without proof understand angry thats fine keep please,mind business decide thing like without proof understand angry thats fine keep please,0,0,0,0,0,0,0
got kicked kermit weedlion bluemonkey left,got kicked kermit weedlion bluemonkey left,0,0,0,0,0,0,0
female,female,0,0,0,0,0,0,1
oh god would flipped,oh god would flipped,0,0,0,0,0,0,0
saw bunch gardens,saw bunch garden,0,0,0,0,0,0,0
recruit,recruit,0,0,0,0,0,0,0
lucky,lucky,0,0,0,0,0,0,0
lool face,lool face,0,0,0,0,0,0,0
lucky poop,lucky poop,0,0,0,0,0,0,0
would probably scare shit saw plane,would probably scare shit saw plane,0,0,0,0,0,0,0
photobomb,photobomb,0,0,0,0,0,0,0
going,going,0,0,0,0,0,0,0
laughing ad,laughing ad,0,0,0,0,0,0,0
would probably cry take video,would probably cry take video,0,0,0,0,0,0,0
laughing weird sitting front sky plane would start crying turn around say amazing never happen unless come australia one day one day Nodding saw twitter,laughing weird sitting front sky plane would start cry turn around say amazing never happen unless come australia one day one day Nodding saw twitter,0,0,0,0,0,0,0
kermit got kicked,kermit got kicked,0,0,0,0,0,0,0
left decision,left decision,0,0,0,0,0,0,0
actually dan kermit kicked thank much,actually dan kermit kicked thank much,0,0,0,0,0,0,0
know information dear friend,know information dear friend,0,0,0,0,0,0,0
cousin headwind recorded adam back skype Upside Down,cousin headwind recorded adam back skype Upside Down,0,0,0,0,0,0,0
sure,sure,0,0,0,0,0,0,0
want bet,want bet,0,0,0,0,0,0,0
show vid send skype believe,show vid send skype believe,0,0,0,0,0,0,0
cannot send skype give link minelulz,cannot send skype give link minelulz,0,0,0,0,0,0,0
okay believe see,okay believe see,0,0,0,0,0,0,0
hates we watch i he ze dak,hate we watch i he ze dak,0,0,0,0,0,0,0
name blake cousin,name blake cousin,0,0,0,0,0,0,0
cannot go link since chat,cannot go link since chat,0,0,0,0,0,0,0
manually type safari firebox google chrome,manually type safari firebox google chrome,0,0,0,0,0,0,0
laughing background,laughing background,0,0,0,0,0,0,0
dawn brakes little sister,dawn brake little sister,0,0,0,0,0,0,0
sorry cousin told kermit left reasons yes know dan got kicked super sorry probably big jerk,sorry cousin told kermit left reason yes know dan got kicked super sorry probably big jerk,0,0,0,0,0,0,0
fine lot people believe first,fine lot people believe first,0,0,0,0,0,0,0
yeah see video sorry sorry asked skype bet sounded greedy like every year old fanboy know says skype,yeah see video sorry sorry asked skype bet sounded greedy like every year old fanboy know say skype,0,0,0,0,0,0,0
ad fine,ad fine,0,0,0,0,0,0,0
haha proper,haha proper,0,0,0,0,0,0,0
would laughing,would laughing,0,0,0,0,0,0,0
laughing loud mad organic,laughing loud mad organic,0,0,0,0,0,0,0
bae quit slaying,bae quit slaying,0,0,0,0,0,0,0
art bro,art bro,0,0,0,0,0,0,0
hell yes,hell yes,0,0,0,0,0,0,0
try,try,0,0,0,0,0,0,0
turn,turn,0,0,0,0,0,0,0
winning every thing imaginable,winning every thing imaginable,0,0,0,0,0,0,0
hahaha shit,hahaha shit,0,0,0,0,0,0,0
something scott stevens would,something scott stevens would,0,0,0,0,0,0,0
bringing style everything,bringing style everything,0,0,0,0,0,0,0
idiot,idiot,0,0,0,0,0,0,0
going,going,0,0,0,0,0,0,0
laughing less,laughing le,0,0,0,0,0,0,0
innovator,innovator,0,0,0,0,0,0,0
skill,skill,0,0,0,0,0,0,0
hippy jump everything,hippy jump everything,0,0,0,0,0,0,0
fucking amazing,fucking amazing,0,0,0,0,0,0,0
smart,smart,0,0,0,0,0,0,0
hahaha good,hahaha good,0,0,0,0,0,0,0
sub aquatic ninja,sub aquatic ninja,0,0,0,0,0,0,0
yes scott,yes scott,0,0,0,0,0,0,0
stevens,stevens,0,0,0,0,0,0,0
forever riding,forever riding,0,0,0,0,0,0,0
hahaha nice work teen,hahaha nice work teen,0,0,0,0,0,0,0
kara staying north shore princeville right,kara staying north shore princeville right,0,0,0,0,0,0,0
always making shit interesting,always making shit interesting,0,0,0,0,0,0,0
hahaha would,hahaha would,0,0,0,0,0,0,0
hahaha yeah,hahaha yeah,0,0,0,0,0,0,0
scott film random things,scott film random thing,0,0,0,0,0,0,0
hahaha,hahaha,0,0,0,0,0,0,0
trampoline kayaking,trampoline kayaking,0,0,0,0,0,0,0
way yes point something wedding leave today place awesome,way yes point something wedding leave today place awesome,0,0,0,0,0,0,0
find spot try definitely give go,find spot try definitely give go,0,0,0,0,0,0,0
adorable,adorable,0,0,0,0,0,0,0
perfection,perfection,0,0,0,0,0,0,0
top cute,top cute,0,0,0,0,0,0,0
love,love,0,0,0,0,0,0,0
top female,top female,0,0,0,0,0,0,0
old someone please tell,old someone please tell,0,0,0,0,0,0,0
love shirt,love shirt,0,0,0,0,0,0,0
wondering what state live would love move,wondering what state live would love move,0,0,0,0,0,0,0
hey guys lucky saw post cause secrete account real lie guy love noodles,hey guy lucky saw post cause secrete account real lie guy love noodle,0,0,0,0,0,0,0
called inspiration,called inspiration,0,0,0,0,0,0,0
jealous beauty,jealous beauty,0,0,0,0,0,0,0
jealous,jealous,0,0,0,0,0,0,0
ugly strong word think twice Whatever anything nice say say,ugly strong word think twice Whatever anything nice say say,0,0,0,0,0,0,0
think ugly keep comments,think ugly keep comment,0,0,0,0,0,0,0
tell sammypetrou awful thing say hope feels bad,tell sammypetrou awful thing say hope feel bad,0,0,0,0,0,0,0
think ugly bother telling keep self hurt anything nice say say like said something clearly is think one beautiful girl world,think ugly bother telling keep self hurt anything nice say say like said something clearly is think one beautiful girl world,0,0,0,0,0,0,0
