,Lemmatized_Comment,Sexual_Type1,Sexual_Type2,Physical_Appearance,Race,Intellectual,General_Hate
507,i i la inygg,0,0,0,0,0,0
508,laughing,0,0,0,0,0,0
509,something gandalf god dammit color blind,0,0,0,0,0,0
510,hey na campaign bush era mandatory background check safety training thought,0,0,0,0,0,0
511,proven point time spending time ig starting drama sake drama great role model kid goth practice preach go good mom know going happen like wasting time away kid hater ig,0,0,0,0,0,0
512,pink polka dot,0,0,0,0,0,0
513,misplaced sense self worth pussy one greatest asset woman trouble man money know certain woman lease therefore viewed property one rented like used tuxedo property wife mean get spend night drive car wife man dedicating life god almighty mean love love would take bullet without second thought god bless,0,0,0,0,0,0
514,congrats winner,0,0,0,0,0,0
515,laughing loud,0,0,0,0,0,0
516,girl wow,0,0,0,0,0,0
517,al,0,0,0,0,0,0
518,eye though,0,0,0,0,0,0
519,damn cool smash death row record logo toga pimping much logo cool laughing loud kill frankfurt city good,0,0,0,0,0,0
520,yes feel like changed many people life including mine Smile,0,0,0,0,0,0
521,ooh good lord hayes,0,0,0,0,0,0
522,female even like doubt well behaved wanna eat Pretzel enjoy finer thing life told told told except feel freaking,0,0,0,0,0,0
523,wow,0,0,0,0,0,0
524,love Dazed,0,0,0,0,0,0
525,red lip,0,0,0,0,0,0
526,know bit larry side,0,0,0,0,0,0
527,follow,0,0,0,0,0,0
528,real deal muthafucka like laughing loud,0,0,0,0,0,0
529,Smiling,0,0,0,0,0,0
530,shit wheezy,0,0,0,0,0,0
531,gorgeous,0,0,0,0,0,0
532,funny part say love ronnie since said gonna show comment police last thing she want police even already,0,0,0,0,0,0
533,need disgrace god disgrace,0,0,0,0,0,0
534,same comment,0,0,0,0,0,0
535,page amazing inspired patient go thing amazing gorgeous love soo much drawing perfect would love draw name alana skye whichever easier cannot totally get hardworking girl kind generous time stay awesome girl,0,0,0,0,0,0
536,law determine happiness look matter personality gender physical trait character actually count love want life ridiculous illegal happy like difference someone else happy one love boy girl equal,0,0,0,0,0,0
537,sala iel i minha casa intern,0,0,0,0,0,0
538,tool,0,0,0,0,0,0
539,supposed ovum east suh,0,0,0,0,0,0
540,come denmark please would mean fucking world please,0,0,0,0,0,0
541,justin send humble,0,0,0,0,0,0
542,om look like harry like smile laughing loud,0,0,0,0,0,0
543,definitely stop comment look approve way world cannot accept change,0,0,0,0,0,0
544,one,0,0,0,0,0,0
545,going,0,0,0,0,0,0
546,need,0,0,0,0,0,0
547,people make mistake faith beautiful wife fix marriage one,0,0,0,0,0,0
548,today,0,0,0,0,0,0
549,best love,0,0,0,0,0,0
550,nice,0,0,0,0,0,0
551,dhe feeling ko is chem si gemma,0,0,0,0,0,0
552,hey guy know answer doll bigger win time big langston aj attack behind match randy orion fight without help sneak attack fight got,0,0,0,0,0,0
553,que lindo,0,0,0,0,0,0
554,nigga hard laughing loud playing old friend,0,0,0,0,0,0
555,soo pretty,0,0,0,0,0,0
556,read cray fucking wizard know giftcard what,0,0,0,0,0,0
557,laughing normal,0,0,0,0,0,0
558,pink pinkie,0,0,0,0,0,0
559,adorable worry definetely get,0,0,0,0,0,0
560,aha,0,0,0,0,0,0
561,daisy,0,0,0,0,0,0
562,Tigger male cute,0,0,0,0,0,0
563,past judgement someone else put ourself harm way,0,0,0,0,0,0
564,morgan,0,0,0,0,0,0
565,zach one,0,0,0,0,0,0
566,love,0,0,0,0,0,0
567,guy love much beautiful come brazil,0,0,0,0,0,0
568,wow,0,0,0,0,0,0
569,new hair cut cray cray handsome,0,0,0,0,0,0
570,stare cannot assume love piss noticed,0,0,0,0,0,0
571,cutie,0,0,0,0,0,0
572,see bitch,0,0,0,0,0,0
573,pray something god let happen horrible tragedy god powerful could stopped bomb going,0,0,0,0,0,0
574,listen still call man ok,0,0,0,0,0,0
575,fix nose,0,0,0,0,0,0
576,love pink shoe wish made purple,0,0,0,0,0,0
577,harry smile two perfect,0,0,0,0,0,0
578,read comment,0,0,0,0,0,0
579,comm sala del ser maior que minha casa,0,0,0,0,0,0
580,om soo lucky,0,0,0,0,0,0
581,filter dis,0,0,0,0,0,0
582,think na love christ put picture republican party love christ rally behind besides people rally behind jesus first commandment entail,0,0,0,0,0,0
583,lucky mother offer,0,0,0,0,0,0
584,world changing either adapt get left behind get,0,0,0,0,0,0
585,shit piss guy even know eachother stop,0,0,0,0,0,0
586,bad,0,0,0,0,0,0
587,read cray fucking wizard,0,0,0,0,0,0
588,yes or yes good,0,0,0,0,0,0
589,thank asked said trust really love love maybe dumb good,0,0,0,0,0,0
590,my god,0,0,0,0,0,0
591,leg,0,0,0,0,0,0
592,said hypocrite,0,0,0,0,0,0
593,ah,0,0,0,0,0,0
594,i valar va stor du live shabby bra iobbat Smile,0,0,0,0,0,0
595,you,0,0,0,0,0,0
596,laughing loud ok girl real,0,0,0,0,0,0
597,bac basketball wife malaria friend yea died laughing loud,0,0,0,0,0,0
598,soon bet bread music Listening Music,0,0,0,0,0,0
599,sid nancy,0,0,0,0,0,0
600,pink lemonade,0,0,0,0,0,0
601,like month talking,0,0,0,0,0,0
602,deem,0,0,0,0,0,0
603,adorable,0,0,0,0,0,0
604,seriousness,0,0,0,0,0,0
605,breath,0,0,0,0,0,0
606,right month bad as ok waiting since started threatening nothing like nothing going happen cannot hop people ig long enough ou crave drama attention,0,0,0,0,0,0
607,jesus gun would crucified,0,0,0,0,0,0
608,sick walking around seeing people point whisper sick going onto instagram laughing loud ask am seeing nothing cunt bitch whore slut anorexic bitch eveything else book sick going school getting called idiot stupid ugly fat jut done ive strong long ive clean two month almost broke last night drew picture brush blade canvas wrist spread hip thigh puked much thought would die long story short cutter bulimic sick pushed around disrespected everyone ive moved three time because bullying never bad since moved litchfield sit alone everyday lunch school better ive learned look thing positively shake hate mean nobody opinion matter mine fuck everyone people try bring jut mean higher,0,0,0,0,0,0
609,would take additional day arrive much,0,0,0,0,0,0
610,perf oh god,0,0,0,0,0,0
611,sick know model Glasses,0,0,0,0,0,0
612,cute love,0,0,0,0,0,0
613,perfection box ok,0,0,0,0,0,0
614,old please say,0,0,0,0,0,0
615,christian obviously support homosexuality however also like believe open minded problem people living life way want long understand consequence important everyone involved argument respect side belief way bring change,0,0,0,0,0,0
616,befriend best friend since girl named melanie came broke u upWhatever friend onWhatever even gotten fist fight tooWhatever like backstab play meWhatever hide stuff talk behind backWhatever act like friend pretty sure notWhatever really sure anymoreWhatever people tell forget find new best friendWhatever talk melanie always try everything better meWhatever always corrects Whatever think perfectWhatever always try thing try better meWhatever cool thing like going mall Nodding care cause go like almost every week Insane rub faceWhatever think better fighter joined karate weekWhatever play caught try move never work meWhatever melanie plain bitch everyoneWhatever like point flawsWhatever think beat upWhatever haha cannot thoughWhateverad anyways act like act like big badWhatever think beat people threaten best friend threatened best friend caught anything stand make stupid facesWhatever sayWhateverWhatever bahahaa laughing loud doneWhatever ad,0,0,0,0,0,0
617,o buckwild status laughing loud sound fun,0,0,0,0,0,0
618,may package include short,0,0,0,0,0,0
619,Tigger,0,0,0,0,0,0
620,problem people know mind damn business know separate reality entertainmentWhatever wife go threw business point blank period Whatever married course there goin ups down matter worth holding work shit,0,0,0,0,0,0
621,ough,0,0,0,0,0,0
622,oh boy,0,0,0,0,0,0
623,thank useless talk person know she he hate done seth wrong,0,0,0,0,0,0
624,arm,0,0,0,0,0,0
625,sorry annoying,0,0,0,0,0,0
626,hear hear,0,0,0,0,0,0
627,thank lovely say,0,0,0,0,0,0
628,jajajaja wildronnie Smile,0,0,0,0,0,0
629,super cute want,0,0,0,0,0,0
630,flavour available u love,0,0,0,0,0,0
631,Whatever,0,0,0,0,0,0
632,si tiff flat ja glen ta shish si kalonin cohen lira heronjte brazil Teasing,0,0,0,0,0,0
633,odd reason picture remind picture movie city god,0,0,0,0,0,0
634,guess na feel like persecuted like christ ad campaign epic fail,0,0,0,0,0,0
635,insane gap crazy,0,0,0,0,0,0
636,ok really ship either made abuse lot people requested,0,0,0,0,0,0
637,yah like management going hack twitter say behind computer louis think cannot argue,0,0,0,0,0,0
638,maybe knock appreciation actual art brother head,0,0,0,0,0,0
639,lucky,0,0,0,0,0,0
640,matter believe cannot deny someone living free country right get married lived somewhere else maybe would point,0,0,0,0,0,0
641,camp,0,0,0,0,0,0
642,ad,0,0,0,0,0,0
643,say hair look pretty darn good,0,0,0,0,0,0
644,doll like five oh god,0,0,0,0,0,0
645,may santa claus forgive,0,0,0,0,0,0
646,laughing as,0,0,0,0,0,0
647,scott film random thing,0,0,0,0,0,0
648,opinion formed know people believe hitting clever quote really showed feeling belief mine ever grow school learn thought,0,0,0,0,0,0
649,yes girl people quick talk reality star Pretzel life hot mess,0,0,0,0,0,0
650,yes,0,0,0,0,0,0
651,perfect boy book,0,0,0,0,0,0
652,oh god happy,0,0,0,0,0,0
653,get shirt anyone,0,0,0,0,0,0
654,sick fuck,0,0,0,0,0,0
655,sometimes feel like boyfriend cheating looking feeling dating almost year year ago broke abuse fought stupid thing week later went back literally worshipped ground walked made sure would makeup like month later abuse cheated lost feeling thought would like said talking someone else got jealous wanted back dating year without braking feel like anyway going come makeup fight know like love sometimes wonder still date abuse want heartbroken ever makeup fight lot,0,0,0,0,0,0
656,video favorite one harry zany yesterday anyone else realize played kid america sung factor oh god cry,0,0,0,0,0,0
657,babe,0,0,0,0,0,0
658,sick fuck,0,0,0,0,0,0
659,tired putting fake smile everyday get cyber bullied lot sometimes get told kill best guy friend drifted apart barely even talk anymore secretly like hope know want talk hang like used summer feel like since started school changed much never reply text anymore always make excuse busy like one made day ago texting winter break tired like much wish could see that honestly die inside whenever see cause remember fun used good memory used call spongebob patrick cause befriends loved knew would always want friend,0,0,0,0,0,0
660,delicious,0,0,0,0,0,0
661,wondering what state live would love move,0,0,0,0,0,0
662,mu stale este video mine,0,0,0,0,0,0
663,stripe Smile,0,0,0,0,0,0
664,man fuck dem hoe represent man got dem baby mama hate track dey as man check bra deyluvd youtube baby mama lotta drama best ever love hate find sign nigga got dem hate track freaking azz fucking baby mama,0,0,0,0,0,0
665,seaman slang thun,0,0,0,0,0,0
666,actually gross ridiculous laughing,0,0,0,0,0,0
667,hinder mahal basic,0,0,0,0,0,0
668,god brain providing neural impulse move body part order accomplish something brain want yes,0,0,0,0,0,0
669,saw,0,0,0,0,0,0
670,dude tail slide brother,0,0,0,0,0,0
671,good job staying strong people world love cannot believe twelve year old would go stay strong,0,0,0,0,0,0
672,amazing figure,0,0,0,0,0,0
673,comparing background check gun tortured crucified,0,0,0,0,0,0
674,thank doll need love eachother bring eachother life hard everyone go trough something mather color religion sexual orientation end whe beating heart human lucky much support lot lot people alone commit suicide cruel truly hope one day everbody live there life xo,0,0,0,0,0,0
675,literally life,0,0,0,0,0,0
676,obviously christian,0,0,0,0,0,0
677,muscle though,0,0,0,0,0,0
678,yes exactly guy fake would selfies,0,0,0,0,0,0
679,get much money,0,0,0,0,0,0
680,big bra text pin lost contact wonna business text soon possible,0,0,0,0,0,0
681,assume word Snail godSnail refers christian godWhatever believe god christian time Whatever,0,0,0,0,0,0
682,yes leah,0,0,0,0,0,0
683,next,0,0,0,0,0,0
684,thank,0,0,0,0,0,0
685,laughing loud fuck happened marino,0,0,0,0,0,0
686,vez mi amor,0,0,0,0,0,0
687,preach thank cause living chris fame,0,0,0,0,0,0
688,battle pack mason ryan randy orion,0,0,0,0,0,0
689,lucky wish could meet live scotland Whining,0,0,0,0,0,0
690,du burden murder rynkekrem panned din er jo help butt aka,0,0,0,0,0,0
691,hoe dumb people worrying bout comment getting money reality shit staged,0,0,0,0,0,0
692,swap,0,0,0,0,0,0
693,never heathrow,0,0,0,0,0,0
694,laughing loud,0,0,0,0,0,0
695,cute look good picture agree,0,0,0,0,0,0
696,hot,0,0,0,0,0,0
697,Turtle,0,0,0,0,0,0
698,size killed cannot wait knock madness,0,0,0,0,0,0
699,preach,0,0,0,0,0,0
700,laughing loud end look like going crash counter awesome bike,0,0,0,0,0,0
701,love hair charlie,0,0,0,0,0,0
702,always putting good shit,0,0,0,0,0,0
703,stripe,0,0,0,0,0,0
704,thinking,0,0,0,0,0,0
705,really horrible tragedy cause happened u ground american soldier fighting freedom killed injured everyday,0,0,0,0,0,0
706,lol comment soo funny know wrong disrespect,0,0,0,0,0,0
707,racist white man pretty pathetic cop right name fernando sound like sheltered white man name led believe raised ignorant white parent,0,0,0,0,0,0
708,stage forget line cannot speak iv waited long dream think,0,0,0,0,0,0
709,oh god,0,0,0,0,0,0
710,great pic,0,0,0,0,0,0
711,think person giving fuck black,0,0,0,0,0,0
712,love,0,0,0,0,0,0
713,part ugh,0,0,0,0,0,0
714,really one hurt,0,0,0,0,0,0
715,pink shoe taking lead,0,0,0,0,0,0
716,fucking riding bike holy shit justin asdfghjkl love oh fucking god,0,0,0,0,0,0
717,fake,0,0,0,0,0,0
718,cannot breathe,0,0,0,0,0,0
719,hinder mahal,0,0,0,0,0,0
720,call,0,0,0,0,0,0
721,ve um et mano,0,0,0,0,0,0
722,afraid someone breaking heart,0,0,0,0,0,0
723,hotness,0,0,0,0,0,0
724,ah,0,0,0,0,0,0
725,pink,0,0,0,0,0,0
726,grandpa,0,0,0,0,0,0
727,want sexy swimwear,0,0,0,0,0,0
728,look amazing wow love,0,0,0,0,0,0
729,girl friend thought really nice kind accepted clique month started bitching turning everyone day still lost lot friend know brother moved unexpectedly absolutely broke heart top cousin everything better life like whenever said wanted new headphone went bought beat next day said contract phone ending soon get new phone immediately went bought iphone since absolutely love manga last year anime became obsessed turned grandmother life grandmother mom since parent divorced whenever come visit turn freaking parent like hell,0,0,0,0,0,0
730,want bigger,0,0,0,0,0,0
731,love smile,0,0,0,0,0,0
732,palm spring,0,0,0,0,0,0
733,bout comin wit new comeback stop say shit crackhead,0,0,0,0,0,0
734,scared little,0,0,0,0,0,0
735,laughing loud formal though,0,0,0,0,0,0
736,sent another email guy today hopefully everything get squared away,0,0,0,0,0,0
737,encantaron la road estan genius e asi,0,0,0,0,0,0
738,hey guy lucky saw post cause secrete account real lie guy love noodle,0,0,0,0,0,0
739,laughing loud,0,0,0,0,0,0
740,oh ok laughing loud,0,0,0,0,0,0
741,gak shit huh hahaha alk,0,0,0,0,0,0
742,cTiggermTigger eu queria ier Tigger aiientTigger bicicleta i Tigger aiientTigger lTiggerve yTiggeru,0,0,0,0,0,0
743,basic,0,0,0,0,0,0
744,oh god right much hopefully checked,0,0,0,0,0,0
745,need pray people,0,0,0,0,0,0
746,hair pretty please,0,0,0,0,0,0
747,real maybe,0,0,0,0,0,0
748,oh god ike love edit latest post Winking,0,0,0,0,0,0
749,marry mee perfect,0,0,0,0,0,0
750,loll niall,0,0,0,0,0,0
751,naked gun,0,0,0,0,0,0
752,thanks freaking feel jesus love song ride jesus video perfect link video please,0,0,0,0,0,0
753,abstraction next,0,0,0,0,0,0
754,gosh,0,0,0,0,0,0
755,worked month package shipped timely manner,0,0,0,0,0,0
756,real,0,0,0,0,0,0
757,dimple,0,0,0,0,0,0
758,back forth old entertained fiasco long enough goddam hater as bitch,0,0,0,0,0,0
759,red wared life maybe,0,0,0,0,0,0
760,hey toga artist laughing lot really check doubt mind would wanna sign name youngling he dope,0,0,0,0,0,0
761,yeah straight people live free without people judging Whatever first glanceWhatever wanna mi treated Whatever gay people cannot fight like straight people respect even community politician made officialWhatever,0,0,0,0,0,0
762,castillo wanna cry,0,0,0,0,0,0
763,still rooting guy way,0,0,0,0,0,0
764,clean as video hoping kill,0,0,0,0,0,0
765,find marcus john extremely attractive,0,0,0,0,0,0
766,ryan cat,0,0,0,0,0,0
767,them,0,0,0,0,0,0
768,jelly oh god cannot even,0,0,0,0,0,0
769,mad fucking instagram go outside kid,0,0,0,0,0,0
770,cod ghost time,0,0,0,0,0,0
771,dying,0,0,0,0,0,0
772,carla tell tuck shirt Snail un classy especially wear shirt made tucked,0,0,0,0,0,0
773,wanna nothing close real boating know lot soccer way could comprehend probably even gang,0,0,0,0,0,0
774,believe want first thing said bitch know yeah bye,0,0,0,0,0,0
775,vow muito linda cara,0,0,0,0,0,0
776,dem muscle doe,0,0,0,0,0,0
777,dope albumin cover,0,0,0,0,0,0
778,fake,0,0,0,0,0,0
779,i agree watch show look preview next week see kirk holding stripper man freaking kirk back holding stripper leg,0,0,0,0,0,0
780,place judge anyone like look without sin cast first stone,0,0,0,0,0,0
781,up them,0,0,0,0,0,0
782,thank god bigger world heavyweight champ suck dose ah lee big langston,0,0,0,0,0,0
783,kno gonna come phil,0,0,0,0,0,0
784,even black say nigga,0,0,0,0,0,0
785,si eres i rico el le queen iejor que ti,0,0,0,0,0,0
786,think went bankrupt il track post,0,0,0,0,0,0
787,soo going,0,0,0,0,0,0
